date,description,reference_no,debit,credit,balance,mode
21-04-2023,NEFT Credit - Crown Industries,TXN2197,0,21688353,4367803130,RTGS
21-04-2023,NEFT Credit - Zenith Industries Ltd,TXN2198,0,7287003,4375090133,RTGS
24-04-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2199,0,12554237,4387644370,RTGS
24-04-2023,NEFT Credit - Deccan Industries,TXN2200,0,15953460,4403597830,RTGS
25-04-2023,RTGS Payment - Mumbai Transport Co,TXN2202,4476567,0,4394843181,RTGS
25-04-2023,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2201,4278082,0,4399319748,RTGS
26-04-2023,NEFT Credit - Crown Industries,TXN2205,0,6147316,4433445126,RTGS
26-04-2023,NEFT Credit - Delta Traders,TXN2204,0,22243081,4427297810,RTGS
26-04-2023,NEFT Credit - Eastern Exports,TXN2203,0,10211548,4405054729,RTGS
27-04-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2206,17871385,0,4415573741,RTGS
27-04-2023,RTGS Payment - Tirupur Cotton Co,TXN2207,12145868,0,4403427873,RTGS
28-04-2023,Electricity Bill - MSEDCL,ELEC202304,358175,0,4403069698,NEFT
01-05-2023,Rent Payment - Factory Premises,RNT202305,600000,0,4402469698,NEFT
02-05-2023,RTGS Payment - Rajasthan Textiles Supply,TXN2210,6004092,0,4396465606,RTGS
03-05-2023,NEFT Credit - Delta Traders,TXN2211,0,15057814,4411523420,RTGS
03-05-2023,NEFT Credit - Eastern Exports,TXN2212,0,15947714,4427471134,RTGS
04-05-2023,RTGS Payment - Chennai Chemicals Ltd,TXN2213,19843316,0,4407627818,RTGS
05-05-2023,NACH Debit - HDFC Bank Loan Repayment,EMI1202305,2500000,0,4405127818,NEFT
08-05-2023,NEFT Credit - National Traders,TXN2215,0,5030730,4410158548,RTGS
08-05-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2216,0,4985736,4415144284,NEFT
09-05-2023,RTGS Payment - Ludhiana Yarn Mills,TXN2217,13934991,0,4401209293,RTGS
10-05-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202305,1800000,0,4399409293,NEFT
11-05-2023,RTGS Payment - Rajasthan Textiles Supply,TXN2220,20057502,0,4361257800,RTGS
11-05-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2219,18093991,0,4381315302,RTGS
12-05-2023,NEFT Credit - Silver Oak Ltd,TXN2221,0,24251152,4385508952,RTGS
16-05-2023,RTGS Payment - Rajasthan Textiles Supply,TXN2222,15945367,0,4369563585,RTGS
16-05-2023,RTGS Payment - Bangalore Thread Works,TXN2223,12800638,0,4356762947,RTGS
17-05-2023,NEFT Credit - Silver Oak Ltd,TXN2224,0,20702666,4377465613,RTGS
17-05-2023,NEFT Credit - Southern Corp,TXN2225,0,20783167,4398248780,RTGS
17-05-2023,NEFT Credit - Eastern Exports,TXN2226,0,20116526,4418365306,RTGS
18-05-2023,RTGS Payment - Pune Engineering Works,TXN2227,3318243,0,4415047063,RTGS
18-05-2023,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2228,13874556,0,4401172507,RTGS
19-05-2023,NEFT Credit - Global Exports India,TXN2229,0,17656772,4418829279,RTGS
19-05-2023,NEFT Credit - Western Corp,TXN2230,0,14003954,4432833233,RTGS
19-05-2023,NEFT Credit - Northern Exports,TXN2231,0,24794478,4457627711,RTGS
22-05-2023,NEFT Credit - Bharat Industries Ltd,TXN2232,0,19604605,4477232316,RTGS
23-05-2023,RTGS Payment - Ludhiana Yarn Mills,TXN2234,4483193,0,4462354040,RTGS
23-05-2023,RTGS Payment - Surat Fabric Traders,TXN2233,10395083,0,4466837233,RTGS
24-05-2023,NEFT Credit - Royal Textiles,TXN2235,0,9401435,4471755475,RTGS
24-05-2023,NEFT Credit - National Traders,TXN2236,0,24786584,4496542059,RTGS
24-05-2023,NEFT Credit - Deccan Industries,TXN2237,0,24474882,4521016941,RTGS
25-05-2023,RTGS Payment - Rajasthan Textiles Supply,TXN2238,10886768,0,4510130173,RTGS
25-05-2023,RTGS Payment - Gujarat Raw Materials Ltd,TXN2239,6447481,0,4503682692,RTGS
26-05-2023,NEFT Credit - Zenith Industries Ltd,TXN2240,0,18478798,4522161490,RTGS
29-05-2023,NEFT Credit - Sterling Corp,TXN2241,0,8761189,4530922679,RTGS
29-05-2023,NEFT Credit - Sterling Corp,TXN2242,0,10521469,4541444148,RTGS
30-05-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2243,18584453,0,4522859695,RTGS
30-05-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2244,4849813,0,4518009882,RTGS
31-05-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2245,0,21084120,4539094002,RTGS
31-05-2023,NEFT Credit - Orbit Solutions,TXN2246,0,22500237,4561594239,RTGS
31-05-2023,NEFT Credit - Silver Oak Ltd,TXN2247,0,19731466,4581325705,RTGS
01-06-2023,Rent Payment - Factory Premises,RNT202306,600000,0,4580725705,NEFT
02-06-2023,NEFT Credit - Prestige Manufacturing,TXN2249,0,14207790,4594933495,RTGS
02-06-2023,NEFT Credit - Sunrise Trading Co,TXN2250,0,19103748,4614037243,RTGS
02-06-2023,NEFT Credit - Prime Exports,TXN2251,0,21568775,4635606018,RTGS
05-06-2023,NACH Debit - HDFC Bank Loan Repayment,EMI1202306,2500000,0,4633106018,NEFT
06-06-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2253,14647898,0,4618458120,RTGS
06-06-2023,RTGS Payment - Surat Fabric Traders,TXN2254,11630522,0,4606827598,RTGS
07-06-2023,Salary Payment - All Staff,SAL202306,3900000,0,4602927598,NEFT
07-06-2023,TDS Payment Challan 281,TDS202306,509927,0,4602417671,NEFT
08-06-2023,RTGS Payment - Chennai Chemicals Ltd,TXN2257,11031809,0,4591385862,RTGS
08-06-2023,RTGS Payment - Kolkata Packaging Co,TXN2258,12775969,0,4578609893,RTGS
09-06-2023,NEFT Credit - Crown Industries,TXN2259,0,13377369,4591987262,RTGS
12-06-2023,NEFT Credit - Orbit Solutions,TXN2260,0,20088220,4612075482,RTGS
12-06-2023,NEFT Credit - Silver Oak Ltd,TXN2261,0,19779531,4631855013,RTGS
12-06-2023,NEFT Credit - Delta Traders,TXN2262,0,22486842,4654341855,RTGS
13-06-2023,RTGS Payment - Bangalore Thread Works,TXN2264,15500422,0,4631992017,RTGS
13-06-2023,RTGS Payment - Kolkata Packaging Co,TXN2263,6849416,0,4647492439,RTGS
14-06-2023,NEFT Credit - Southern Corp,TXN2265,0,15260797,4647252814,RTGS
14-06-2023,NEFT Credit - Coastal Traders,TXN2266,0,8594923,4655847737,RTGS
15-06-2023,Advance Tax Payment,ADVTAX202306,2500000,0,4653347737,NEFT
16-06-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2268,0,13331272,4666679009,RTGS
16-06-2023,NEFT Credit - Himalaya Exports,TXN2269,0,6331787,4673010796,RTGS
19-06-2023,NEFT Credit - Prime Exports,TXN2270,0,18523679,4691534475,RTGS
19-06-2023,NEFT Credit - Indus Trading,TXN2271,0,12284831,4703819306,RTGS
20-06-2023,GST Payment - GSTIN MH29AA1234Z,GST202306,1202351,0,4702616955,NEFT
21-06-2023,NEFT Credit - Orbit Solutions,TXN2273,0,21751676,4724368631,RTGS
22-06-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2274,11874104,0,4712494527,RTGS
22-06-2023,RTGS Payment - Rajasthan Textiles Supply,TXN2275,6425035,0,4706069492,RTGS
23-06-2023,NEFT Credit - Falcon Enterprises,TXN2277,0,11815541,4741255797,RTGS
23-06-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2278,0,21498795,4762754592,RTGS
23-06-2023,NEFT Credit - Deccan Industries,TXN2276,0,23370764,4729440256,RTGS
26-06-2023,NEFT Credit - Indus Trading,TXN2279,0,11492698,4774247290,RTGS
27-06-2023,RTGS Payment - Punjab Suppliers Co,TXN2280,16628092,0,4757619198,RTGS
28-06-2023,Electricity Bill - MSEDCL,ELEC202306,293292,0,4757325906,NEFT
29-06-2023,RTGS Payment - Punjab Suppliers Co,TXN2282,7372628,0,4749953278,RTGS
29-06-2023,RTGS Payment - Gujarat Raw Materials Ltd,TXN2283,8059623,0,4741893655,RTGS
30-06-2023,NEFT Credit - Indus Trading,TXN2284,0,19641831,4761535486,RTGS
30-06-2023,NEFT Credit - Royal Textiles,TXN2285,0,10372631,4771908117,RTGS
03-07-2023,NEFT Credit - Silver Oak Ltd,TXN2286,0,13256949,4785165066,RTGS
03-07-2023,NEFT Credit - Indus Trading,TXN2287,0,5665166,4790830232,RTGS
04-07-2023,RTGS Payment - Surat Fabric Traders,TXN2288,10552016,0,4780278216,RTGS
05-07-2023,NACH Debit - HDFC Bank Loan Repayment,EMI1202307,2500000,0,4777778216,NEFT
06-07-2023,RTGS Payment - Rajasthan Textiles Supply,TXN2290,16781893,0,4760996323,RTGS
07-07-2023,Salary Payment - All Staff,SAL202307,3900000,0,4757096323,NEFT
10-07-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202307,1800000,0,4755296323,NEFT
11-07-2023,RTGS Payment - Gujarat Raw Materials Ltd,TXN2293,16080927,0,4739215396,RTGS
12-07-2023,NEFT Credit - Sunrise Trading Co,TXN2294,0,13392899,4752608295,RTGS
12-07-2023,NEFT Credit - Allied Industries,TXN2295,0,4937156,4757545451,NEFT
13-07-2023,RTGS Payment - Kolkata Packaging Co,TXN2296,6360413,0,4751185038,RTGS
14-07-2023,NEFT Credit - Crown Industries,TXN2297,0,18925425,4770110463,RTGS
14-07-2023,NEFT Credit - Indus Trading,TXN2298,0,21910139,4792020602,RTGS
17-07-2023,NEFT Credit - Royal Textiles,TXN2299,0,8183002,4800203604,RTGS
17-07-2023,NEFT Credit - Central Trading,TXN2300,0,20598569,4820802173,RTGS
17-07-2023,NEFT Credit - Diamond Exports Ltd,TXN2301,0,12834893,4833637066,RTGS
18-07-2023,RTGS Payment - Tirupur Cotton Co,TXN2302,6539798,0,4827097268,RTGS
18-07-2023,Cheque Return - Insufficient Funds Ref 445521,CHQ2023A,350000,0,4826747268,CHEQUE
19-07-2023,NEFT Credit - Sunrise Trading Co,TXN2304,0,19078614,4845825882,RTGS
19-07-2023,NEFT Credit - Indus Trading,TXN2305,0,12312376,4858138258,RTGS
20-07-2023,GST Payment - GSTIN MH29AA1234Z,GST202307,895243,0,4857243015,NEFT
21-07-2023,NEFT Credit - Deccan Industries,TXN2307,0,14991607,4872234622,RTGS
24-07-2023,NEFT Credit - Western Corp,TXN2308,0,10161417,4882396039,RTGS
24-07-2023,NEFT Credit - Sunrise Trading Co,TXN2309,0,24180231,4906576270,RTGS
25-07-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2310,17111339,0,4889464931,RTGS
25-07-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2311,13763392,0,4875701539,RTGS
26-07-2023,NEFT Credit - Prestige Manufacturing,TXN2312,0,6880593,4882582132,RTGS
27-07-2023,RTGS Payment - Rajasthan Textiles Supply,TXN2313,18780701,0,4863801431,RTGS
28-07-2023,Electricity Bill - MSEDCL,ELEC202307,292415,0,4863509016,NEFT
31-07-2023,NEFT Credit - Zenith Industries Ltd,TXN2315,0,12430501,4875939517,RTGS
01-08-2023,Rent Payment - Factory Premises,RNT202308,600000,0,4875339517,NEFT
02-08-2023,NEFT Credit - Falcon Enterprises,TXN2317,0,18669956,4894009473,RTGS
02-08-2023,NEFT Credit - Coastal Traders,TXN2318,0,12638842,4906648315,RTGS
03-08-2023,RTGS Payment - Kolkata Packaging Co,TXN2319,3143719,0,4903504596,RTGS
03-08-2023,RTGS Payment - Kolkata Packaging Co,TXN2320,14824566,0,4888680030,RTGS
04-08-2023,NEFT Credit - Ganges Corp,TXN2322,0,7646967,4902091543,RTGS
04-08-2023,NEFT Credit - Falcon Enterprises,TXN2321,0,5764546,4894444576,RTGS
04-08-2023,NEFT Credit - Diamond Exports Ltd,TXN2323,0,13974712,4916066255,RTGS
07-08-2023,Salary Payment - All Staff,SAL202308,3900000,0,4912166255,NEFT
08-08-2023,RTGS Payment - Mumbai Transport Co,TXN2325,19621788,0,4892544467,RTGS
09-08-2023,NEFT Credit - Coastal Traders,TXN2326,0,14114688,4906659155,RTGS
09-08-2023,NEFT Credit - Himalaya Exports,TXN2327,0,7619818,4914278973,RTGS
09-08-2023,NEFT Credit - Indus Trading,TXN2328,0,13579819,4927858792,RTGS
10-08-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202308,1800000,0,4926058792,NEFT
11-08-2023,NEFT Credit - Bharat Industries Ltd,TXN2330,0,11090470,4937149262,RTGS
11-08-2023,NEFT Credit - Falcon Enterprises,TXN2331,0,8161824,4945311086,RTGS
14-08-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2332,0,18946550,4964257636,RTGS
14-08-2023,NEFT Credit - Deccan Industries,TXN2333,0,24005226,4988262862,RTGS
16-08-2023,NEFT Credit - Sterling Corp,TXN2334,0,22109251,5010372113,RTGS
16-08-2023,NEFT Credit - Prime Exports,TXN2335,0,19478368,5029850481,RTGS
17-08-2023,RTGS Payment - Tirupur Cotton Co,TXN2336,11063561,0,5018786920,RTGS
18-08-2023,NEFT Credit - National Traders,TXN2339,0,18670374,5067556620,RTGS
18-08-2023,NEFT Credit - Central Trading,TXN2338,0,6427111,5048886246,RTGS
18-08-2023,NEFT Credit - Coastal Traders,TXN2337,0,23672215,5042459135,RTGS
21-08-2023,NEFT Credit - Himalaya Exports,TXN2340,0,15819485,5083376105,RTGS
21-08-2023,NEFT Credit - Apex Corp,TXN2341,0,22610361,5105986466,RTGS
21-08-2023,NEFT Credit - Global Exports India,TXN2342,0,5752256,5111738722,RTGS
22-08-2023,RTGS Payment - Bangalore Thread Works,TXN2343,7788211,0,5103950511,RTGS
23-08-2023,NEFT Credit - Silver Oak Ltd,TXN2344,0,21139764,5125090275,RTGS
24-08-2023,RTGS Payment - Punjab Suppliers Co,TXN2345,9652130,0,5115438145,RTGS
24-08-2023,RTGS Payment - Ludhiana Yarn Mills,TXN2346,19162344,0,5096275801,RTGS
25-08-2023,NEFT Credit - Allied Industries,TXN2347,0,20805355,5117081156,RTGS
28-08-2023,Electricity Bill - MSEDCL,ELEC202308,308390,0,5116772766,NEFT
29-08-2023,RTGS Payment - Pune Engineering Works,TXN2349,7187317,0,5109585449,RTGS
30-08-2023,NEFT Credit - Sterling Corp,TXN2350,0,19007613,5128593062,RTGS
30-08-2023,NEFT Credit - Western Corp,TXN2351,0,5617324,5134210386,RTGS
30-08-2023,NEFT Credit - Eastern Exports,TXN2352,0,19194841,5153405227,RTGS
31-08-2023,RTGS Payment - Mumbai Transport Co,TXN2354,11298167,0,5138616565,RTGS
31-08-2023,RTGS Payment - Ludhiana Yarn Mills,TXN2353,3490495,0,5149914732,RTGS
01-09-2023,Rent Payment - Factory Premises,RNT202309,600000,0,5138016565,NEFT
04-09-2023,NEFT Credit - Deccan Industries,TXN2356,0,10991554,5149008119,RTGS
05-09-2023,NACH Debit - HDFC Bank Loan Repayment,EMI1202309,2500000,0,5146508119,NEFT
06-09-2023,NEFT Credit - Apex Corp,TXN2358,0,5199673,5151707792,RTGS
06-09-2023,NEFT Credit - Sterling Corp,TXN2359,0,15240470,5166948262,RTGS
06-09-2023,NEFT Credit - Himalaya Exports,TXN2360,0,5819427,5172767689,RTGS
07-09-2023,Salary Payment - All Staff,SAL202309,3900000,0,5168867689,NEFT
07-09-2023,TDS Payment Challan 281,TDS202309,491862,0,5168375827,NEFT
08-09-2023,NEFT Credit - Prime Exports,TXN2363,0,5995898,5174371725,RTGS
11-09-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2364,0,13313165,5187684890,RTGS
11-09-2023,NEFT Credit - Sterling Corp,TXN2365,0,9719171,5197404061,RTGS
12-09-2023,RTGS Payment - Tirupur Cotton Co,TXN2366,16865006,0,5180539055,RTGS
13-09-2023,NEFT Credit - Diamond Exports Ltd,TXN2368,0,16346675,5213399616,RTGS
13-09-2023,NEFT Credit - Allied Industries,TXN2367,0,16513886,5197052941,RTGS
14-09-2023,RTGS Payment - Punjab Suppliers Co,TXN2369,7222397,0,5206177219,RTGS
14-09-2023,RTGS Payment - Surat Fabric Traders,TXN2370,14429221,0,5191747998,RTGS
15-09-2023,Advance Tax Payment,ADVTAX202309,2500000,0,5189247998,NEFT
18-09-2023,NEFT Credit - Sunrise Trading Co,TXN2372,0,21707403,5210955401,RTGS
19-09-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2373,7033059,0,5203922342,RTGS
19-09-2023,RTGS Payment - Ludhiana Yarn Mills,TXN2374,10232243,0,5193690099,RTGS
20-09-2023,GST Payment - GSTIN MH29AA1234Z,GST202309,703642,0,5192986457,NEFT
20-09-2023,Cash Deposit - Branch Counter Mumbai,CD2023B,0,1800000,5194786457,CASH
21-09-2023,RTGS Payment - Kolkata Packaging Co,TXN2377,18295832,0,5176490625,RTGS
22-09-2023,NEFT Credit - Deccan Industries,TXN2378,0,21948554,5198439179,RTGS
22-09-2023,NEFT Credit - Sterling Corp,TXN2379,0,21528730,5219967909,RTGS
22-09-2023,NEFT Credit - Prestige Manufacturing,TXN2380,0,11386247,5231354156,RTGS
25-09-2023,NEFT Credit - Diamond Exports Ltd,TXN2381,0,15295193,5246649349,RTGS
26-09-2023,RTGS Payment - Kolkata Packaging Co,TXN2382,9084354,0,5237564995,RTGS
27-09-2023,NEFT Credit - Bharat Industries Ltd,TXN2385,0,4204985,5266983797,NEFT
27-09-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2384,0,17747380,5262778812,RTGS
27-09-2023,NEFT Credit - Coastal Traders,TXN2383,0,7466437,5245031432,RTGS
28-09-2023,Electricity Bill - MSEDCL,ELEC202309,281544,0,5266702253,NEFT
29-09-2023,NEFT Credit - Apex Corp,TXN2387,0,7065531,5273767784,RTGS
02-10-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2388,0,18660076,5292427860,RTGS
02-10-2023,NEFT Credit - Bharat Industries Ltd,TXN2389,0,5313306,5297741166,RTGS
02-10-2023,NEFT Credit - Falcon Enterprises,TXN2390,0,5164338,5302905504,RTGS
03-10-2023,RTGS Payment - Pune Engineering Works,TXN2391,10623121,0,5292282383,RTGS
03-10-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2392,10050344,0,5282232039,RTGS
04-10-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2393,0,20587938,5302819977,RTGS
05-10-2023,NACH Debit - HDFC Bank Loan Repayment,EMI1202310,2500000,0,5300319977,NEFT
06-10-2023,NEFT Credit - Falcon Enterprises,TXN2395,0,23011055,5323331032,RTGS
06-10-2023,NEFT Credit - Silver Oak Ltd,TXN2396,0,23056839,5346387871,RTGS
09-10-2023,NEFT Credit - Allied Industries,TXN2399,0,8487022,5383120162,RTGS
09-10-2023,NEFT Credit - Falcon Enterprises,TXN2398,0,13805534,5374633140,RTGS
09-10-2023,NEFT Credit - Coastal Traders,TXN2397,0,14439735,5360827606,RTGS
10-10-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202310,1800000,0,5381320162,NEFT
11-10-2023,NEFT Credit - National Traders,TXN2401,0,11096963,5392417125,RTGS
11-10-2023,NEFT Credit - Sterling Corp,TXN2402,0,13763138,5406180263,RTGS
11-10-2023,NEFT Credit - Horizon Corp Ltd,TXN2403,0,5725398,5411905661,RTGS
12-10-2023,RTGS Payment - Surat Fabric Traders,TXN2404,17094472,0,5394811189,RTGS
13-10-2023,NEFT Credit - Royal Textiles,TXN2405,0,5253169,5400064358,RTGS
13-10-2023,NEFT Credit - Delta Traders,TXN2406,0,25266105,5425330463,RTGS
13-10-2023,NEFT Credit - Ganges Corp,TXN2407,0,16469427,5441799890,RTGS
16-10-2023,NEFT Credit - Silver Oak Ltd,TXN2408,0,17649536,5459449426,RTGS
16-10-2023,NEFT Credit - Sterling Corp,TXN2409,0,8686912,5468136338,RTGS
16-10-2023,NEFT Credit - Crown Industries,TXN2410,0,16311907,5484448245,RTGS
17-10-2023,RTGS Payment - Tirupur Cotton Co,TXN2411,18648655,0,5465799590,RTGS
18-10-2023,NEFT Credit - Central Trading,TXN2412,0,11241308,5477040898,RTGS
19-10-2023,RTGS Payment - Tirupur Cotton Co,TXN2414,18296546,0,5451140712,RTGS
19-10-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2413,7603640,0,5469437258,RTGS
20-10-2023,GST Payment - GSTIN MH29AA1234Z,GST202310,760423,0,5450380289,NEFT
23-10-2023,NEFT Credit - Sterling Corp,TXN2416,0,17655684,5468035973,RTGS
23-10-2023,NEFT Credit - Eastern Exports,TXN2417,0,21463574,5489499547,RTGS
23-10-2023,NEFT Credit - Pioneer Mfg Ltd,TXN2418,0,16713180,5506212727,RTGS
24-10-2023,RTGS Payment - Kolkata Packaging Co,TXN2419,9582848,0,5496629879,RTGS
25-10-2023,NEFT Credit - Indus Trading,TXN2420,0,6333163,5502963042,RTGS
25-10-2023,NEFT Credit - Prime Exports,TXN2421,0,18772341,5521735383,RTGS
26-10-2023,RTGS Payment - Punjab Suppliers Co,TXN2422,9151502,0,5512583881,RTGS
26-10-2023,RTGS Payment - Gujarat Raw Materials Ltd,TXN2423,11768076,0,5500815805,RTGS
27-10-2023,NEFT Credit - Ganges Corp,TXN2424,0,23979406,5524795211,RTGS
27-10-2023,NEFT Credit - Bharat Industries Ltd,TXN2425,0,5006995,5529802206,RTGS
30-10-2023,NEFT Credit - Orbit Solutions,TXN2426,0,23396036,5553198242,RTGS
31-10-2023,RTGS Payment - Pune Engineering Works,TXN2427,9769154,0,5543429088,RTGS
01-11-2023,Rent Payment - Factory Premises,RNT202311,600000,0,5542829088,NEFT
02-11-2023,RTGS Payment - Chennai Chemicals Ltd,TXN2430,9136137,0,5530418438,RTGS
02-11-2023,RTGS Payment - Kolkata Packaging Co,TXN2429,3274513,0,5539554575,RTGS
03-11-2023,NEFT Credit - Global Exports India,TXN2431,0,19749917,5550168355,RTGS
03-11-2023,NEFT Credit - Prime Exports,TXN2432,0,11820076,5561988431,RTGS
03-11-2023,NEFT Credit - Himalaya Exports,TXN2433,0,23960350,5585948781,RTGS
06-11-2023,NEFT Credit - Orbit Solutions,TXN2434,0,16988763,5602937544,RTGS
06-11-2023,NEFT Credit - Prime Exports,TXN2435,0,11710614,5614648158,RTGS
06-11-2023,NEFT Credit - Eastern Exports,TXN2436,0,14471608,5629119766,RTGS
07-11-2023,Salary Payment - All Staff,SAL202311,3900000,0,5625219766,NEFT
08-11-2023,NEFT Credit - Prestige Manufacturing,TXN2438,0,19324769,5644544535,RTGS
08-11-2023,NEFT Credit - Eastern Exports,TXN2439,0,15734750,5660279285,RTGS
09-11-2023,RTGS Payment - Kolkata Packaging Co,TXN2440,14827670,0,5645451615,RTGS
09-11-2023,RTGS Payment - Hyderabad Dye Stuff Co,TXN2441,19445857,0,5626005758,RTGS
10-11-2023,NACH Debit - Kotak Mahindra Loan A/c,EMI2202311,1800000,0,5624205758,NEFT
13-11-2023,NEFT Credit - Global Exports India,TXN2443,0,19433484,5643639242,RTGS
13-11-2023,NEFT Credit - Coastal Traders,TXN2444,0,14425245,5658064487,RTGS
14-11-2023,RTGS Payment - Delhi Logistics Pvt Ltd,TXN2445,13259920,0,5644804567,RTGS
16-11-2023,RTGS Payment - Gujarat Raw Materials Ltd,TXN2446,10184726,0,5634619841,RTGS
16-11-2023,RTGS Payment - Ludhiana Yarn Mills,TXN2447,7656353,0,5626963488,RTGS
17-11-2023,NEFT Credit - Horizon Corp Ltd,TXN2448,0,22246055,5649209543,RTGS
20-11-2023,GST Payment - GSTIN MH29AA1234Z,GST202311,1312401,0,5647897142,NEFT
21-11-2023,RTGS Payment - Kolkata Packaging Co,TXN2450,7874078,0,5640023064,RTGS
21-11-2023,RTGS Payment - Chennai Chemicals Ltd,TXN2451,13828442,0,5626194622,RTGS
22-11-2023,NEFT Credit - Prestige Manufacturing,TXN2452,0,22798963,5648993585,RTGS
23-11-2023,RTGS Payment - Pune Engineering Works,TXN2453,14086777,0,5634906808,RTGS
24-11-2023,NEFT Credit - Coastal Traders,TXN2454,0,20075403,5654982211,RTGS
24-11-2023,NEFT Credit - Deccan Industries,TXN2455,0,25211692,5680193903,RTGS
27-11-2023,NEFT Credit - Royal Textiles,TXN2456,0,19142855,5699336758,RTGS
27-11-2023,NEFT Credit - Sunrise Trading Co,TXN2457,0,15497071,5714833829,RTGS
27-11-2023,NEFT Credit - Sunrise Trading Co,TXN2458,0,8376228,5723210057,RTGS
28-11-2023,Electricity Bill - MSEDCL,ELEC202311,344412,0,5722865645,NEFT
29-11-2023,NEFT Credit - Indus Trading,TXN2462,0,5650720,5760243077,RTGS
29-11-2023,NEFT Credit - Royal Textiles,TXN2460,0,9855618,5732721263,RTGS
29-11-2023,NEFT Credit - Prime Exports,TXN2461,0,21871094,5754592357,RTGS
30-11-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2463,5254114,0,5754988963,RTGS
01-12-2023,Rent Payment - Factory Premises,RNT202312,600000,0,5754388963,NEFT
04-12-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2465,0,3894205,5758283168,NEFT
04-12-2023,NEFT Credit - Sterling Corp,TXN2466,0,8293450,5766576618,RTGS
04-12-2023,NEFT Credit - Southern Corp,TXN2467,0,24842835,5791419453,RTGS
05-12-2023,NACH Debit - HDFC Bank Loan Repayment,EMI1202312,2500000,0,5788919453,NEFT
06-12-2023,NEFT Credit - Apex Corp,TXN2469,0,8747714,5797667167,RTGS
07-12-2023,Salary Payment - All Staff,SAL202312,3900000,0,5793767167,NEFT
07-12-2023,TDS Payment Challan 281,TDS202312,352396,0,5793414771,NEFT
08-12-2023,NEFT Credit - National Traders,TXN2472,0,18981145,5812395916,RTGS
11-12-2023,NEFT Credit - Indus Trading,TXN2474,0,24366956,5861173982,RTGS
11-12-2023,NEFT Credit - Metro Traders Pvt Ltd,TXN2473,0,24411110,5836807026,RTGS
12-12-2023,RTGS Payment - Gujarat Raw Materials Ltd,TXN2476,2981873,0,5839062433,RTGS
12-12-2023,RTGS Payment - Surat Fabric Traders,TXN2475,19129676,0,5842044306,RTGS
13-12-2023,NEFT Credit - Eastern Exports,TXN2477,0,17482230,5856544663,RTGS
13-12-2023,NEFT Credit - Zenith Industries Ltd,TXN2478,0,4241236,5860785899,NEFT
13-12-2023,NEFT Credit - National Traders,TXN2479,0,12898769,5873684668,RTGS
14-12-2023,RTGS Payment - Gujarat Raw Materials Ltd,TXN2480,19611573,0,5854073095,RTGS
14-12-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2481,17207639,0,5836865456,RTGS
15-12-2023,Advance Tax Payment,ADVTAX202312,2500000,0,5834365456,NEFT
18-12-2023,NEFT Credit - Global Exports India,TXN2483,0,6911757,5841277213,RTGS
19-12-2023,RTGS Payment - Chennai Chemicals Ltd,TXN2484,9200171,0,5832077042,RTGS
20-12-2023,GST Payment - GSTIN MH29AA1234Z,GST202312,1349887,0,5830727155,NEFT
21-12-2023,RTGS Payment - Ahmedabad Dyes Ltd,TXN2486,14653069,0,5816074086,RTGS
21-12-2023,RTGS Payment - Kolkata Packaging Co,TXN2487,16077634,0,5799996452,RTGS
22-12-2023,NEFT Credit - Delta Traders,TXN2488,0,17304019,5817300471,RTGS
25-12-2023,NEFT Credit - Himalaya Exports,TXN2490,0,11258511,5840399684,RTGS
25-12-2023,NEFT Credit - Western Corp,TXN2489,0,11840702,5829141173,RTGS
26-12-2023,RTGS Payment - Surat Fabric Traders,TXN2491,5465054,0,5834934630,RTGS
26-12-2023,RTGS Payment - Surat Fabric Traders,TXN2492,3823155,0,5831111475,RTGS
